gis_x;gis_y;distrito;barrio;calle;num_finca;color;bateria_linea;num_plazas
439379,1500000000;4473989,8700000000;01  CENTRO;01-01 PALACIO;RAMON, CUESTA, DE;3;077214010 Verde;Línea;24
439537,8600000000;4473782,3600000000;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;9;077214010 Verde;Línea;6
439467,9100000000;4473726,3200000000;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;14;077214010 Verde;Línea;1
439457,5500000000;4473717,3800000000;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;14;077214010 Verde;Línea;1
439463,9500000000;4473717,9800000000;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;17;077214010 Verde;Línea;3
439413,4600000000;4473467,5400000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;7;077214010 Verde;Línea;8
439386,1700000000;4473452,9000000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;13;077214010 Verde;Línea;2
439370,7100000000;4473444,6600000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;17;077214010 Verde;Línea;1
439356,9900000000;4473437,5300000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;19;077214010 Verde;Línea;2
439343,0900000000;4473437,0000000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;21;077214010 Verde;Línea;43
439325,0100000000;4473420,5200000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;25;077214010 Verde;Línea;10
439277,9300000000;4473395,7200000000;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;31;077214010 Verde;Línea;6
439617,4600000000;4473875,1500000000;01  CENTRO;01-01 PALACIO;SAN ANDRES, COSTANILLA, DE;6;077214010 Verde;Línea;16
439601,5900000000;4473833,7400000000;01  CENTRO;01-01 PALACIO;SAN ANDRES, COSTANILLA, DE;10;077214010 Verde;Línea;1
439439,3900000000;4473422,9400000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;8;077214010 Verde;Línea;4
439442,8800000000;4473421,0100000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;8;077214010 Verde;Línea;3
439422,0300000000;4473413,4200000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;10;077214010 Verde;Línea;1
439393,0600000000;4473397,8600000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;16;077214010 Verde;Línea;11
439391,2100000000;4473392,9800000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;16;077214010 Verde;Línea;9
439327,6800000000;4473357,6100000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;17;077214010 Verde;Línea;5
439364,8100000000;4473382,5500000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;22;077214010 Verde;Línea;1
439350,8200000000;4473375,3100000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;24;077214010 Verde;Línea;3
439356,9100000000;4473374,0500000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;24;077214010 Verde;Línea;4
439321,0900000000;4473359,9200000000;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;30;077214010 Verde;Línea;5
439893,3800000000;4473835,7700000000;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;6;077214010 Verde;Línea;1
439890,2700000000;4473828,6100000000;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;7;077214010 Verde;Línea;1
439384,4000000000;4473611,2400000000;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;1;077214010 Verde;Línea;7
439360,5600000000;4473647,9600000000;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;4;077214010 Verde;Línea;3
439339,9500000000;4473684,8800000000;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;12;077214010 Verde;Línea;13
439315,2200000000;4473727,1200000000;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;14;077214010 Verde;Línea;1
439621,7600000000;4473645,9100000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;1;077214010 Verde;Línea;2
439565,9700000000;4473633,1300000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;4;077214010 Verde;Línea;1
439538,5700000000;4473615,2400000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;7;077214010 Verde;Línea;2
439524,5300000000;4473609,7900000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;9;077214010 Verde;Línea;1
439512,1300000000;4473605,0700000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;11;077214010 Verde;Línea;2
439484,0600000000;4473594,0500000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;13;077214010 Verde;Línea;2
439481,2600000000;4473599,9800000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;14;077214010 Verde;Línea;2
439460,4800000000;4473591,5000000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;077214010 Verde;Línea;2
439469,0700000000;4473588,2300000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;077214010 Verde;Línea;4
439431,7400000000;4473498,1600000000;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, PLAZA, DE;S/N;077214010 Verde;Línea;2
439518,4700000000;4473540,0600000000;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;6;077214010 Verde;Línea;14
439499,7800000000;4473582,8100000000;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;12;077214010 Verde;Línea;3
439828,5000000000;4473946,4500000000;01  CENTRO;01-01 PALACIO;SAN JUSTO, CALLE, DE;1;077214010 Verde;Línea;3
439855,4100000000;4474088,6100000000;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;5;077214010 Verde;Línea;2
439866,4400000000;4474091,1500000000;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;5;077214010 Verde;Línea;1
439842,9100000000;4474085,5400000000;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;6;077214010 Verde;Línea;2
439618,6300000000;4474144,4300000000;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;077214010 Verde;Línea;1
439612,0800000000;4474144,3400000000;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;077214010 Verde;Línea;1
439721,3800000000;4473884,4000000000;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;2;077214010 Verde;Línea;1
439708,1100000000;4473826,7200000000;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;8;077214010 Verde;Línea;2
439703,9500000000;4473806,3600000000;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;10;077214010 Verde;Línea;4
439697,2800000000;4473712,1600000000;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;S/N;077214010 Verde;Línea;4
439693,2500000000;4474290,5900000000;01  CENTRO;01-01 PALACIO;SANTA CLARA, CALLE, DE;3;077214010 Verde;Línea;3
439690,3500000000;4474324,4300000000;01  CENTRO;01-01 PALACIO;SANTA CLARA, CALLE, DE;8;077214010 Verde;Línea;5
439754,3900000000;4474506,6800000000;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, CUESTA, DE;1;077214010 Verde;Línea;2
439770,2800000000;4474527,1700000000;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, CUESTA, DE;3;077214010 Verde;Línea;6
439836,6300000000;4474692,4000000000;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;12;077214010 Verde;Línea;4
439885,3600000000;4474676,5700000000;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;14;077214010 Verde;Línea;1
439963,2300000000;4473885,4200000000;01  CENTRO;01-01 PALACIO;SEGOVIA NUEVA, PLAZA, DE;1;077214010 Verde;Línea;2
439739,0900000000;4473891,0700000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;11;077214010 Verde;Batería;3
439673,8200000000;4473909,7100000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;12;077214010 Verde;Línea;2
439660,4100000000;4473914,5000000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;14;077214010 Verde;Línea;3
439613,5300000000;4473938,6600000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;15;077214010 Verde;Línea;2
439641,9500000000;4473920,9200000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;16;077214010 Verde;Línea;1
439621,3000000000;4473935,6700000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;16;077214010 Verde;Línea;1
439547,8200000000;4473935,8600000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;17;077214010 Verde;Línea;17
439580,7700000000;4473945,0700000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;18;077214010 Verde;Línea;3
439567,3600000000;4473944,9900000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;20;077214010 Verde;Línea;2
439496,1100000000;4473936,3800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;077214010 Verde;Línea;1
439473,3200000000;4473936,5800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;077214010 Verde;Línea;5
439541,3500000000;4473945,1500000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;24;077214010 Verde;Línea;5
439511,8500000000;4473945,2500000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;26;077214010 Verde;Línea;2
439498,6700000000;4473945,4800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;26;077214010 Verde;Línea;1
439367,1800000000;4473946,4000000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;27;077214010 Verde;Línea;42
439370,7900000000;4473937,7300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;27;077214010 Verde;Línea;18
439297,0500000000;4473939,0500000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;31;077214010 Verde;Línea;3
439271,8900000000;4473939,4300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;35;077214010 Verde;Línea;4
439225,3900000000;4473948,8200000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;37;077214010 Verde;Línea;9
439253,7100000000;4473939,7200000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;37;077214010 Verde;Línea;1
439216,9900000000;4473940,0700000000;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;39;077214010 Verde;Línea;5
439151,3600000000;4473853,5300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;3;077214010 Verde;Línea;4
439142,5500000000;4473830,7600000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;3;077214010 Verde;Línea;1
439134,0400000000;4473808,4600000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;5;077214010 Verde;Línea;3
439129,1000000000;4473795,4700000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;7;077214010 Verde;Línea;2
439121,8500000000;4473777,3000000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;9;077214010 Verde;Línea;4
439111,5800000000;4473750,4200000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;13;077214010 Verde;Línea;6
439102,3600000000;4473727,5800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;15;077214010 Verde;Línea;2
439090,3200000000;4473696,2800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;17;077214010 Verde;Línea;8
439078,1600000000;4473664,2800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;21;077214010 Verde;Línea;3
439076,9100000000;4473616,3900000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;25;077214010 Verde;Línea;2
439083,2200000000;4473601,8200000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;27;077214010 Verde;Línea;2
439088,2200000000;4473591,8300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;29;077214010 Verde;Línea;1
439106,7200000000;4473553,0800000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;35;077214010 Verde;Línea;1
439129,0200000000;4473505,4600000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;39;077214010 Verde;Línea;4
439144,2600000000;4473472,9400000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;41;077214010 Verde;Línea;7
439155,6300000000;4473448,6300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;45;077214010 Verde;Línea;1
439161,4900000000;4473435,6600000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;47;077214010 Verde;Línea;2
439172,3200000000;4473413,8300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;49;077214010 Verde;Línea;3
439188,2200000000;4473379,9100000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;53;077214010 Verde;Línea;6
439211,3700000000;4473360,5700000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;55;077214010 Verde;Línea;4
439255,1600000000;4473335,7000000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;61;077214010 Verde;Línea;10
439378,5200000000;4473270,2000000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;69;077214010 Verde;Línea;38
439471,5000000000;4473224,3100000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;75;077214010 Verde;Línea;3
439495,3600000000;4473211,6500000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;87;077214010 Verde;Línea;4
439093,9800000000;4473580,2300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;31 B;077214010 Verde;Línea;1
439119,6500000000;4473525,4300000000;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;37 B;077214010 Verde;Línea;2
439778,6300000000;4473511,7800000000;01  CENTRO;01-01 PALACIO;SIERPE, CALLE, DE LA;2;077214010 Verde;Línea;7
439756,0000000000;4473523,8600000000;01  CENTRO;01-01 PALACIO;SIERPE, CALLE, DE LA;6;077214010 Verde;Línea;1
439949,4700000000;4474685,7300000000;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;1;077214010 Verde;Línea;7
439972,7800000000;4474693,2100000000;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;7;077214010 Verde;Línea;2
440003,4300000000;4474702,9900000000;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;8;077214010 Verde;Línea;3
439616,8600000000;4473554,8700000000;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;6;077214010 Verde;Línea;2
439945,0200000000;4473767,5500000000;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;44;077214010 Verde;Batería;6
439668,4500000000;4473292,0300000000;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;98;077214010 Verde;Línea;2
439656,4900000000;4473265,4100000000;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;104;077214010 Verde;Línea;8
439789,4100000000;4474698,3900000000;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;4;077214010 Verde;Batería;17
439790,9000000000;4474701,1500000000;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;4;077214010 Verde;Línea;8
439737,2400000000;4474276,6500000000;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;1;077214010 Verde;Línea;2
439741,6000000000;4474260,7000000000;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;2;077214010 Verde;Línea;1
439730,9400000000;4474299,9800000000;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;3;077214010 Verde;Línea;4
439724,2800000000;4474326,6600000000;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;5;077214010 Verde;Línea;2
439718,8400000000;4474350,2300000000;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;9;077214010 Verde;Línea;4
439309,9700000000;4473913,9800000000;01  CENTRO;01-01 PALACIO;VALLICIERGO, CALLE, DE;2;077214010 Verde;Línea;9
439310,8500000000;4474025,5900000000;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;077214010 Verde;Batería;10
439306,3800000000;4474025,6200000000;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;077214010 Verde;Línea;7
439206,0700000000;4474078,3400000000;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;255140000 Naranja;Línea;4
439226,8800000000;4474003,6400000000;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;255140000 Naranja;Línea;33
439263,6100000000;4474003,8600000000;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;S/N;255140000 Naranja;Línea;13
439287,0500000000;4474083,8300000000;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;S/N;255140000 Naranja;Línea;27
439447,5600000000;4473294,6600000000;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;17;077214010 Verde;Línea;2
439434,6000000000;4473298,2300000000;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;19;077214010 Verde;Línea;8
439348,8000000000;4473362,6500000000;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;25;077214010 Verde;Línea;1
439377,1700000000;4473342,0100000000;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;26;077214010 Verde;Línea;11
439330,4000000000;4473376,9900000000;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;28;077214010 Verde;Línea;4
439311,8400000000;4473392,2600000000;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;30;077214010 Verde;Línea;4
439536,4900000000;4473994,7400000000;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;077214010 Verde;Batería;6
439548,4100000000;4473985,1200000000;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;077214010 Verde;Línea;3
439578,9000000000;4473323,9700000000;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;077214010 Verde;Línea;3
439584,4900000000;4473316,0600000000;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;077214010 Verde;Línea;2
439586,7700000000;4473336,4100000000;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;5;077214010 Verde;Línea;3
439933,9400000000;4473450,4600000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;077214010 Verde;Batería;5
439937,8600000000;4473461,9200000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;077214010 Verde;Línea;1
439961,7400000000;4473470,6900000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;6;077214010 Verde;Línea;9
439907,2300000000;4473451,7300000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;077214010 Verde;Línea;10
439903,0500000000;4473444,5500000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;077214010 Verde;Batería;13
439939,2100000000;4473434,9000000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;077214010 Verde;Batería;7
439930,4400000000;4473439,2700000000;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;077214010 Verde;Línea;5
440534,8400000000;4473171,0600000000;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;91;077214010 Verde;Línea;3
440558,7700000000;4473108,5400000000;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;92;077214010 Verde;Línea;23
440567,0800000000;4473099,0100000000;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;94;077214010 Verde;Línea;11
440547,0500000000;4473143,4700000000;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;95;077214010 Verde;Línea;7
440586,5100000000;4473056,0300000000;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;115;077214010 Verde;Línea;6
439759,0000000000;4473334,4200000000;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;9;077214010 Verde;Línea;3
439764,9400000000;4473315,5600000000;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;13;077214010 Verde;Línea;5
439779,5100000000;4473272,6600000000;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;19;077214010 Verde;Línea;8
439804,8700000000;4473206,5400000000;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;27;077214010 Verde;Línea;14
439823,4300000000;4473160,9600000000;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;33;077214010 Verde;Línea;4
440602,5300000000;4473310,6500000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;2;077214010 Verde;Línea;4
440588,0100000000;4473313,6200000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;2;077214010 Verde;Línea;1
440618,2000000000;4473307,1400000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;4;077214010 Verde;Línea;1
440603,4500000000;4473314,1300000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;5;077214010 Verde;Batería;16
440647,6000000000;4473301,2700000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;6;077214010 Verde;Línea;2
440666,5500000000;4473297,1900000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;10;077214010 Verde;Línea;5
440663,5200000000;4473301,3600000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;10;077214010 Verde;Batería;12
440696,6500000000;4473290,9600000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;14;077214010 Verde;Línea;4
440726,3700000000;4473284,3200000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;18;077214010 Verde;Línea;6
440735,0500000000;4473286,0900000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;19;077214010 Verde;Batería;32
440803,2200000000;4473267,8700000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;22;077214010 Verde;Línea;3
440842,7400000000;4473259,7300000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;24;077214010 Verde;Línea;2
440823,5900000000;4473267,4500000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;29;077214010 Verde;Batería;13
440821,3100000000;4473264,1400000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;29;077214010 Verde;Línea;4
440946,2800000000;4473201,0300000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;30;077214010 Verde;Línea;9
440973,0700000000;4473183,5800000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;32;077214010 Verde;Línea;1
440857,1400000000;4473260,4800000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;33;077214010 Verde;Batería;4
440855,3200000000;4473257,0300000000;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;33;077214010 Verde;Línea;3
440393,6900000000;4473923,2700000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;22;077214010 Verde;Línea;3
440444,1000000000;4473899,8100000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;26;077214010 Verde;Línea;3
440532,1100000000;4473853,6300000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;36;077214010 Verde;Línea;1
440990,8400000000;4473550,3500000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;100;077214010 Verde;Línea;6
441044,4900000000;4473519,3700000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;106;077214010 Verde;Línea;2
441069,2800000000;4473505,4400000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;106;077214010 Verde;Línea;2
441103,0200000000;4473485,7600000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;108;077214010 Verde;Línea;1
441033,2400000000;4473526,2500000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;111;077214010 Verde;Línea;2
441167,2700000000;4473450,7200000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;112;077214010 Verde;Línea;2
441155,8400000000;4473456,9000000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;112;077214010 Verde;Línea;2
441080,8200000000;4473498,6100000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;117;077214010 Verde;Línea;2
441093,1900000000;4473491,4900000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;121;077214010 Verde;Línea;2
440913,1200000000;4473145,3000000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12 A;077214010 Verde;Línea;1
440897,1900000000;4473140,1200000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12;077214010 Verde;Línea;3
440882,1700000000;4473134,8600000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;14;077214010 Verde;Línea;3
440839,1100000000;4473119,8100000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;16;077214010 Verde;Línea;13
440801,5800000000;4473106,7600000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;20;077214010 Verde;Línea;1
440749,0600000000;4473088,2300000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;26;077214010 Verde;Línea;5
440689,1600000000;4473067,2400000000;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;34;077214010 Verde;Línea;1
